,0,1,2,3
implementierungs,0.0,0.0,0.0,0.00034963287796214136
angenommen,0.0,0.00021715137235587257,0.0,0.00034963287796214136
am,0.0,0.0,0.0,0.0
übernachten,0.00042806680905354037,0.0,0.0,0.0
zählen,0.00021403340452677018,0.0,0.0,0.0
block,0.0,0.0,0.0006731218068074244,0.0
dazwischen,0.0,0.0,0.0,0.00034963287796214136
schreiben,0.0,0.0,0.0,0.0
aussuchen,0.0,0.00043430274471174514,0.0,0.0
diesem,0.0005350835113169255,0.0,0.0,0.0013985315118485654
aufgebaut,0.00021403340452677018,0.0,0.0,0.0
30,8.883188897692785e-05,0.0,0.0004888988849629681,0.00021766613300260845
wann,0.0,0.0,0.0,0.0
öl,0.0,0.0,0.0003365609034037122,0.0
term,0.0,0.00043430274471174514,0.0,0.0
schieber,0.0,0.0,0.0003365609034037122,0.0
einzelne,0.0,0.00021715137235587257,0.0,0.00034963287796214136
schief,0.00021403340452677018,0.0,0.0,0.0
schwierige,0.00021403340452677018,0.0,0.0,0.0
euer,0.00021403340452677018,0.0,0.0,0.0
millionen,0.0,0.0,0.0,0.00034963287796214136
berechnen,0.0,0.0,0.0001682804517018561,0.00017481643898107068
export,0.0,0.0,0.0003365609034037122,0.0
dat,0.0,0.0,0.0,0.00034963287796214136
o,0.00021403340452677018,0.0,0.0,0.0
sprecher,0.0,0.0,0.0,0.00034963287796214136
bringt,0.0,0.0,0.0001682804517018561,0.00017481643898107068
dokumentiert,0.0,0.0,0.0003365609034037122,0.0
sound,0.0,0.0,0.0003365609034037122,0.0
playback,0.0,0.0,0.0,0.00034963287796214136
rum,0.00010701670226338509,0.00021715137235587257,0.0,0.0
anpassen,0.0,0.0,0.0,0.0006992657559242827
rad,0.0,0.0,0.0003365609034037122,0.0
sowie,0.0,0.0,0.0003365609034037122,0.0
hovereffekt,0.0,0.0,0.0,0.00034963287796214136
brauch,4.441594448846393e-05,0.00027037788764265114,6.98426978518526e-05,0.0
april,0.0,0.002171513723558726,0.0,0.0
segelkurs,0.0,0.00043430274471174514,0.0,0.0
einsatz,0.00042806680905354037,0.0,0.0,0.0
vorstellig,0.0,0.0,0.0,0.00034963287796214136
farbe,0.0,0.0,0.0006731218068074244,0.0
lieber,0.0,0.00043430274471174514,0.0,0.0
gekriegt,0.00021403340452677018,0.0,0.0,0.0
mehr,0.0,0.0,0.0,0.0
rot,0.0,0.0,0.0001682804517018561,0.00017481643898107068
wir,0.0,0.0,0.0,0.0
messwerten,0.0,0.0,0.0,0.00034963287796214136
beides,0.00021403340452677018,0.0,0.0,0.0
forschungs,0.0,0.00043430274471174514,0.0,0.0
codierung,0.0,0.0,0.0,0.00034963287796214136
jemand,0.0,0.0,0.0,0.0
kind,0.00021403340452677018,0.0,0.0,0.0
erwartungen,0.00021403340452677018,0.0,0.0,0.0
bist,0.0,0.0,0.001682804517018561,0.0
durch,0.0,0.0,0.0,0.0
zehnte,0.00010701670226338509,0.00021715137235587257,0.0,0.0
transkript,0.0008439029452808146,9.012596254755038e-05,0.0,0.0004353322660052169
wörtern,4.441594448846393e-05,9.012596254755038e-05,0.0,7.255537766753616e-05
vorkommen,0.0,0.0,0.0005048413551055683,0.0008740821949053535
profitieren,0.0,0.0,0.0003365609034037122,0.0
klaus,0.0,0.0,0.0003365609034037122,0.0
achse,0.0,0.0,0.0,0.00034963287796214136
farben,0.0,0.0,0.0,0.0006992657559242827
erzeugen,0.00021403340452677018,0.0,0.0,0.0
credo,0.0,0.00043430274471174514,0.0,0.0
kurs,0.0,0.00021715137235587257,0.0003365609034037122,0.0
no,0.0,0.0,0.0003365609034037122,0.0
kannst,0.0,0.0,0.0,0.0
jumping,0.00021403340452677018,0.0,0.0,0.0
texteingabe,0.0,0.0,0.0,0.00034963287796214136
zeitliche,0.0,0.0,0.0003365609034037122,0.0
sekunde,0.00021403340452677018,0.0,0.0,0.0
normales,0.00042806680905354037,0.0,0.0,0.0
detail,0.0,0.0,0.0003365609034037122,0.0
typisches,0.00021403340452677018,0.0,0.0,0.0
vorfahren,0.0,0.0,0.0,0.00034963287796214136
überhaupt,0.00013324783346539178,0.0,0.0004190561871111156,7.255537766753616e-05
legen,0.0,0.0,0.0,0.00034963287796214136
jobinterview,0.0006421002135803106,0.0,0.0,0.0
größen,0.0,0.0,0.0,0.00034963287796214136
prototypen,0.0,0.0,0.0001682804517018561,0.00017481643898107068
entsprechenden,0.0,0.0,0.0003365609034037122,0.00017481643898107068
vorlage,0.0,0.0,0.0,0.00034963287796214136
dadurch,4.441594448846393e-05,0.0,0.0001396853957037052,0.00021766613300260845
vermutlich,0.00042806680905354037,0.0,0.0,0.0
abnimmt,0.0,0.0,0.0001682804517018561,0.00017481643898107068
wort,0.0,0.0,0.0,0.0
bachelorarbeit,0.0,0.00021715137235587257,0.0,0.00034963287796214136
entschieden,0.00021403340452677018,0.00021715137235587257,0.0,0.0
bisschen,0.0,0.0,0.0,0.0
echte,0.0,0.00021715137235587257,0.0001682804517018561,0.0
niedergeschriebene,0.00021403340452677018,0.0,0.0,0.0
bedenken,0.00021403340452677018,0.0,0.0,0.0
transparenz,0.0,0.0,0.0,0.00034963287796214136
stop,0.0,0.0,0.0,0.00034963287796214136
einstellungstermin,0.00021403340452677018,0.0,0.0,0.0
dieter,0.0,0.00043430274471174514,0.0,0.0
selbst,0.00010701670226338509,0.00043430274471174514,0.0,0.0
the,0.00021403340452677018,0.0,0.0,0.0
hochdeutsch,0.0,0.0,0.0003365609034037122,0.0
information,4.441594448846393e-05,9.012596254755038e-05,6.98426978518526e-05,0.0
stress,0.0,0.0,0.0,0.00034963287796214136
eben,0.0,0.0,0.0,0.0
vorschlägen,0.0,0.00043430274471174514,0.0,0.0
erinnert,0.00021403340452677018,0.0,0.0,0.0
daneben,0.00021403340452677018,0.0,0.0,0.0
finds,0.0,0.00021715137235587257,0.0001682804517018561,0.0
genannt,0.0,0.0,0.0,0.0024474301457349896
mensch,0.0006421002135803106,0.0,0.0,0.0
verschwindet,0.0,0.0,0.0003365609034037122,0.0
müssten,0.0,0.0,0.0003365609034037122,0.0
dokument,0.00021403340452677018,0.0,0.0,0.0
